Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Australian Kelpie,Australia,Red,17-20,Brown,12-14,energetic,Dental problems
Australian Kelpie,Australia,Red,17-20,Brown,12-14,energetic,eye issues
Australian Kelpie,Australia,Red,17-20,Brown,12-14,energetic,skin allergies
Australian Kelpie,Australia,Red,17-20,Brown,12-14,good-natured,Dental problems
Australian Kelpie,Australia,Red,17-20,Brown,12-14,good-natured,eye issues
Australian Kelpie,Australia,Red,17-20,Brown,12-14,good-natured,skin allergies
Australian Kelpie,Australia,Red,17-20,Brown,12-14,loyal,Dental problems
Australian Kelpie,Australia,Red,17-20,Brown,12-14,loyal,eye issues
Australian Kelpie,Australia,Red,17-20,Brown,12-14,loyal,skin allergies
Australian Kelpie,Australia,Black,17-20,Brown,12-14,Intelligent,Dental problems
Australian Kelpie,Australia,Black,17-20,Brown,12-14,Intelligent,eye issues
Australian Kelpie,Australia,Black,17-20,Brown,12-14,Intelligent,skin allergies
Australian Kelpie,Australia,Black,17-20,Brown,12-14,energetic,Dental problems
Australian Kelpie,Australia,Black,17-20,Brown,12-14,energetic,eye issues
Australian Kelpie,Australia,Black,17-20,Brown,12-14,energetic,skin allergies
Australian Kelpie,Australia,Black,17-20,Brown,12-14,good-natured,Dental problems
Australian Kelpie,Australia,Black,17-20,Brown,12-14,good-natured,eye issues
Australian Kelpie,Australia,Black,17-20,Brown,12-14,good-natured,skin allergies
Australian Kelpie,Australia,Black,17-20,Brown,12-14,loyal,Dental problems
Australian Kelpie,Australia,Black,17-20,Brown,12-14,loyal,eye issues
Australian Kelpie,Australia,Black,17-20,Brown,12-14,loyal,skin allergies
Bloodhound,England,Red,22-27,Brown,10-12,Loyal,Dental problems
Bloodhound,England,Red,22-27,Brown,10-12,Loyal,eye issues
Bloodhound,England,Red,22-27,Brown,10-12,Loyal,skin allergies
Bloodhound,England,Red,22-27,Brown,10-12,intelligent,Dental problems
Bloodhound,England,Red,22-27,Brown,10-12,intelligent,eye issues
Bloodhound,England,Red,22-27,Brown,10-12,intelligent,skin allergies
Bloodhound,England,Red,22-27,Brown,10-12,good-natured,Dental problems
Bloodhound,England,Red,22-27,Brown,10-12,good-natured,eye issues
Bloodhound,England,Red,22-27,Brown,10-12,good-natured,skin allergies
Bloodhound,England,Red,22-27,Brown,10-12,energetic,Dental problems
Bloodhound,England,Red,22-27,Brown,10-12,energetic,eye issues
Bloodhound,England,Red,22-27,Brown,10-12,energetic,skin allergies
Bloodhound,England,Black,22-27,Brown,10-12,Loyal,Dental problems
Bloodhound,England,Black,22-27,Brown,10-12,Loyal,eye issues
Bloodhound,England,Black,22-27,Brown,10-12,Loyal,skin allergies
Bloodhound,England,Black,22-27,Brown,10-12,intelligent,Dental problems
Bloodhound,England,Black,22-27,Brown,10-12,intelligent,eye issues
Bloodhound,England,Black,22-27,Brown,10-12,intelligent,skin allergies
Bloodhound,England,Black,22-27,Brown,10-12,good-natured,Dental problems
Bloodhound,England,Black,22-27,Brown,10-12,good-natured,eye issues
Bloodhound,England,Black,22-27,Brown,10-12,good-natured,skin allergies
Bloodhound,England,Black,22-27,Brown,10-12,energetic,Dental problems
Bloodhound,England,Black,22-27,Brown,10-12,energetic,eye issues
Bloodhound,England,Black,22-27,Brown,10-12,energetic,skin allergies
Border Collie,England,Black,18-22,Brown,12-15,Intelligent,Dental problems
Border Collie,England,Black,18-22,Brown,12-15,Intelligent,eye issues
Border Collie,England,Black,18-22,Brown,12-15,Intelligent,skin allergies
Border Collie,England,Black,18-22,Brown,12-15,energetic,Dental problems
Border Collie,England,Black,18-22,Brown,12-15,energetic,eye issues
Border Collie,England,Black,18-22,Brown,12-15,energetic,skin allergies
Border Collie,England,Black,18-22,Brown,12-15,playful,Dental problems
Border Collie,England,Black,18-22,Brown,12-15,playful,eye issues
Border Collie,England,Black,18-22,Brown,12-15,playful,skin allergies
Border Collie,England,Black,18-22,Brown,12-15,good-natured,Dental problems
Border Collie,England,Black,18-22,Brown,12-15,good-natured,eye issues
Border Collie,England,Black,18-22,Brown,12-15,good-natured,skin allergies
Border Collie,England,White,18-22,Brown,12-15,Intelligent,Dental problems
Border Collie,England,White,18-22,Brown,12-15,Intelligent,eye issues
Border Collie,England,White,18-22,Brown,12-15,Intelligent,skin allergies
Border Collie,England,White,18-22,Brown,12-15,energetic,Dental problems
Border Collie,England,White,18-22,Brown,12-15,energetic,eye issues
Border Collie,England,White,18-22,Brown,12-15,energetic,skin allergies
Border Collie,England,White,18-22,Brown,12-15,playful,Dental problems
Border Collie,England,White,18-22,Brown,12-15,playful,eye issues
Border Collie,England,White,18-22,Brown,12-15,playful,skin allergies
Border Collie,England,White,18-22,Brown,12-15,good-natured,Dental problems
Border Collie,England,White,18-22,Brown,12-15,good-natured,eye issues
Border Collie,England,White,18-22,Brown,12-15,good-natured,skin allergies
Border Collie,England,Red,18-22,Brown,12-15,Intelligent,Dental problems
Border Collie,England,Red,18-22,Brown,12-15,Intelligent,eye issues
Border Collie,England,Red,18-22,Brown,12-15,Intelligent,skin allergies
Border Collie,England,Red,18-22,Brown,12-15,energetic,Dental problems
Border Collie,England,Red,18-22,Brown,12-15,energetic,eye issues
Border Collie,England,Red,18-22,Brown,12-15,energetic,skin allergies
Border Collie,England,Red,18-22,Brown,12-15,playful,Dental problems
Border Collie,England,Red,18-22,Brown,12-15,playful,eye issues
Border Collie,England,Red,18-22,Brown,12-15,playful,skin allergies
Border Collie,England,Red,18-22,Brown,12-15,good-natured,Dental problems
Border Collie,England,Red,18-22,Brown,12-15,good-natured,eye issues
Border Collie,England,Red,18-22,Brown,12-15,good-natured,skin allergies
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,Intelligent,Dental problems
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,Intelligent,eye issues
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,Intelligent,skin allergies
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,energetic,Dental problems
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,energetic,eye issues
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,energetic,skin allergies
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,good-natured,Dental problems
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,good-natured,eye issues
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,good-natured,skin allergies
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,loyal,Dental problems
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,loyal,eye issues
Australian Shepherd,Australia,Blue Merle,20-23,Brown,12-14,loyal,skin allergies
American Bulldog,United States,White,20-28,Brown,10-12,Loyal,Dental problems
American Bulldog,United States,White,20-28,Brown,10-12,Loyal,eye issues
American Bulldog,United States,White,20-28,Brown,10-12,Loyal,skin allergies
American Bulldog,United States,White,20-28,Brown,10-12,intelligent,Dental problems
American Bulldog,United States,White,20-28,Brown,10-12,intelligent,eye issues
American Bulldog,United States,White,20-28,Brown,10-12,intelligent,skin allergies
American Bulldog,United States,White,20-28,Brown,10-12,good-natured,Dental problems
American Bulldog,United States,White,20-28,Brown,10-12,good-natured,eye issues
American Bulldog,United States,White,20-28,Brown,10-12,good-natured,skin allergies
American Bulldog,United States,White,20-28,Brown,10-12,energetic,Dental problems
American Bulldog,United States,White,20-28,Brown,10-12,energetic,eye issues
American Bulldog,United States,White,20-28,Brown,10-12,energetic,skin allergies
American Bulldog,United States,Red,20-28,Brown,10-12,Loyal,Dental problems
American Bulldog,United States,Red,20-28,Brown,10-12,Loyal,eye issues
American Bulldog,United States,Red,20-28,Brown,10-12,Loyal,skin allergies
American Bulldog,United States,Red,20-28,Brown,10-12,intelligent,Dental problems
American Bulldog,United States,Red,20-28,Brown,10-12,intelligent,eye issues
American Bulldog,United States,Red,20-28,Brown,10-12,intelligent,skin allergies
American Bulldog,United States,Red,20-28,Brown,10-12,good-natured,Dental problems
American Bulldog,United States,Red,20-28,Brown,10-12,good-natured,eye issues
American Bulldog,United States,Red,20-28,Brown,10-12,good-natured,skin allergies
American Bulldog,United States,Red,20-28,Brown,10-12,energetic,Dental problems
American Bulldog,United States,Red,20-28,Brown,10-12,energetic,eye issues
American Bulldog,United States,Red,20-28,Brown,10-12,energetic,skin allergies
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,Dental problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,skin allergies
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,Dental problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,skin allergies
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,playful,Dental problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,playful,skin allergies
Australian Shepherd,Australia,Black,18-23,Brown,12-15,playful,hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,good-natured,Dental problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,good-natured,skin allergies
Australian Shepherd,Australia,Black,18-23,Brown,12-15,good-natured,hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,Dental problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,skin allergies
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,Dental problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,skin allergies
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,playful,Dental problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,playful,skin allergies
Australian Shepherd,Australia,Red,18-23,Brown,12-15,playful,hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,good-natured,Dental problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,good-natured,skin allergies
Australian Shepherd,Australia,Red,18-23,Brown,12-15,good-natured,hip dysplasia
Borzoi,Russia,White,26-29,Brown,10-12,Gentle,Dental problems
Borzoi,Russia,White,26-29,Brown,10-12,Gentle,eye issues
Borzoi,Russia,White,26-29,Brown,10-12,Gentle,skin allergies
Borzoi,Russia,White,26-29,Brown,10-12,good-natured,Dental problems
Borzoi,Russia,White,26-29,Brown,10-12,good-natured,eye issues
Borzoi,Russia,White,26-29,Brown,10-12,good-natured,skin allergies
Borzoi,Russia,White,26-29,Brown,10-12,loyal,Dental problems
Borzoi,Russia,White,26-29,Brown,10-12,loyal,eye issues
Borzoi,Russia,White,26-29,Brown,10-12,loyal,skin allergies
Borzoi,Russia,White,26-29,Brown,10-12,intelligent,Dental problems
Borzoi,Russia,White,26-29,Brown,10-12,intelligent,eye issues
Borzoi,Russia,White,26-29,Brown,10-12,intelligent,skin allergies
Borzoi,Russia,Cream,26-29,Brown,10-12,Gentle,Dental problems
Borzoi,Russia,Cream,26-29,Brown,10-12,Gentle,eye issues
Borzoi,Russia,Cream,26-29,Brown,10-12,Gentle,skin allergies
Borzoi,Russia,Cream,26-29,Brown,10-12,good-natured,Dental problems
Borzoi,Russia,Cream,26-29,Brown,10-12,good-natured,eye issues
Borzoi,Russia,Cream,26-29,Brown,10-12,good-natured,skin allergies
Borzoi,Russia,Cream,26-29,Brown,10-12,loyal,Dental problems
Borzoi,Russia,Cream,26-29,Brown,10-12,loyal,eye issues
Borzoi,Russia,Cream,26-29,Brown,10-12,loyal,skin allergies
Borzoi,Russia,Cream,26-29,Brown,10-12,intelligent,Dental problems
Borzoi,Russia,Cream,26-29,Brown,10-12,intelligent,eye issues
Borzoi,Russia,Cream,26-29,Brown,10-12,intelligent,skin allergies
Borzoi,Russia,Red,26-29,Brown,10-12,Gentle,Dental problems
Borzoi,Russia,Red,26-29,Brown,10-12,Gentle,eye issues
Borzoi,Russia,Red,26-29,Brown,10-12,Gentle,skin allergies
Borzoi,Russia,Red,26-29,Brown,10-12,good-natured,Dental problems
Borzoi,Russia,Red,26-29,Brown,10-12,good-natured,eye issues
Borzoi,Russia,Red,26-29,Brown,10-12,good-natured,skin allergies
Borzoi,Russia,Red,26-29,Brown,10-12,loyal,Dental problems
Borzoi,Russia,Red,26-29,Brown,10-12,loyal,eye issues
Borzoi,Russia,Red,26-29,Brown,10-12,loyal,skin allergies
Borzoi,Russia,Red,26-29,Brown,10-12,intelligent,Dental problems
Borzoi,Russia,Red,26-29,Brown,10-12,intelligent,eye issues
Borzoi,Russia,Red,26-29,Brown,10-12,intelligent,skin allergies
Bull Terrier,England,White,20-22,Brown,10-12,Loyal,Dental problems
Bull Terrier,England,White,20-22,Brown,10-12,Loyal,eye issues
Bull Terrier,England,White,20-22,Brown,10-12,Loyal,skin allergies
Bull Terrier,England,White,20-22,Brown,10-12,intelligent,Dental problems
Bull Terrier,England,White,20-22,Brown,10-12,intelligent,eye issues
Bull Terrier,England,White,20-22,Brown,10-12,intelligent,skin allergies
Bull Terrier,England,White,20-22,Brown,10-12,good-natured,Dental problems
Bull Terrier,England,White,20-22,Brown,10-12,good-natured,eye issues
Bull Terrier,England,White,20-22,Brown,10-12,good-natured,skin allergies
Bull Terrier,England,White,20-22,Brown,10-12,energetic,Dental problems
Bull Terrier,England,White,20-22,Brown,10-12,energetic,eye issues
Bull Terrier,England,White,20-22,Brown,10-12,energetic,skin allergies
Bull Terrier,England,Red,20-22,Brown,10-12,Loyal,Dental problems
Bull Terrier,England,Red,20-22,Brown,10-12,Loyal,eye issues
Bull Terrier,England,Red,20-22,Brown,10-12,Loyal,skin allergies
Bull Terrier,England,Red,20-22,Brown,10-12,intelligent,Dental problems
Bull Terrier,England,Red,20-22,Brown,10-12,intelligent,eye issues
Bull Terrier,England,Red,20-22,Brown,10-12,intelligent,skin allergies
Bull Terrier,England,Red,20-22,Brown,10-12,good-natured,Dental problems
Bull Terrier,England,Red,20-22,Brown,10-12,good-natured,eye issues
Bull Terrier,England,Red,20-22,Brown,10-12,good-natured,skin allergies
Bull Terrier,England,Red,20-22,Brown,10-12,energetic,Dental problems
Bull Terrier,England,Red,20-22,Brown,10-12,energetic,eye issues
Bull Terrier,England,Red,20-22,Brown,10-12,energetic,skin allergies
Cane Corso,Italy,Black,22-28,Brown,10-12,Loyal,Dental problems
Cane Corso,Italy,Black,22-28,Brown,10-12,Loyal,eye issues
Cane Corso,Italy,Black,22-28,Brown,10-12,Loyal,skin allergies
Cane Corso,Italy,Black,22-28,Brown,10-12,intelligent,Dental problems
Cane Corso,Italy,Black,22-28,Brown,10-12,intelligent,eye issues
Cane Corso,Italy,Black,22-28,Brown,10-12,intelligent,skin allergies
Cane Corso,Italy,Black,22-28,Brown,10-12,good-natured,Dental problems
Cane Corso,Italy,Black,22-28,Brown,10-12,good-natured,eye issues
Cane Corso,Italy,Black,22-28,Brown,10-12,good-natured,skin allergies
Cane Corso,Italy,Black,22-28,Brown,10-12,energetic,Dental problems
Cane Corso,Italy,Black,22-28,Brown,10-12,energetic,eye issues
Cane Corso,Italy,Black,22-28,Brown,10-12,energetic,skin allergies
Cane Corso,Italy,Red,22-28,Brown,10-12,Loyal,Dental problems
Cane Corso,Italy,Red,22-28,Brown,10-12,Loyal,eye issues
Cane Corso,Italy,Red,22-28,Brown,10-12,Loyal,skin allergies
Cane Corso,Italy,Red,22-28,Brown,10-12,intelligent,Dental problems
Cane Corso,Italy,Red,22-28,Brown,10-12,intelligent,eye issues
Cane Corso,Italy,Red,22-28,Brown,10-12,intelligent,skin allergies
Cane Corso,Italy,Red,22-28,Brown,10-12,good-natured,Dental problems
Cane Corso,Italy,Red,22-28,Brown,10-12,good-natured,eye issues
Cane Corso,Italy,Red,22-28,Brown,10-12,good-natured,skin allergies
Cane Corso,Italy,Red,22-28,Brown,10-12,energetic,Dental problems
Cane Corso,Italy,Red,22-28,Brown,10-12,energetic,eye issues
Cane Corso,Italy,Red,22-28,Brown,10-12,energetic,skin allergies
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,Intelligent,Dental problems
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,Intelligent,eye issues
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,Intelligent,skin allergies
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,energetic,Dental problems
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,energetic,eye issues
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,energetic,skin allergies
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,playful,Dental problems
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,playful,eye issues
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,playful,skin allergies
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,good-natured,Dental problems
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,good-natured,eye issues
Cardigan Welsh Corgi,Wales,Red,10-12,Brown,12-14,good-natured,skin allergies
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,Intelligent,Dental problems
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,Intelligent,eye issues
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,Intelligent,skin allergies
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,energetic,Dental problems
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,energetic,eye issues
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,energetic,skin allergies
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,playful,Dental problems
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,playful,eye issues
Cardigan Welsh Corgi,Wales,Sable,10-12,Brown,12-14,playful,skin allergies
